Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,days_since_join,Age
Graduation,Together,70440.0,0,0,690,117,499,76,102,88,1,5,10,7,3,No,No,No,Yes,No,No,No,483,36
Graduation,Together,38232.0,1,1,43,5,28,7,6,33,4,3,1,3,5,No,No,No,No,No,No,No,323,43
PhD,Married,22554.0,1,1,27,0,10,0,0,4,4,2,0,4,5,No,No,No,No,No,No,No,1000,59
PhD,Married,23536.0,1,0,6,0,3,0,0,1,1,0,0,3,3,No,No,No,No,No,No,No,244,31
Graduation,Married,49413.0,0,1,205,7,41,3,2,46,2,4,2,5,5,No,No,No,No,No,No,No,407,62
Graduation,Married,42231.0,1,1,24,0,8,0,1,4,1,1,0,3,5,No,No,No,No,No,No,No,256,45
Master,Divorced,78789.0,0,0,667,50,850,21,83,83,1,4,6,5,2,No,No,No,No,No,No,Yes,850,34
Graduation,Together,56534.0,0,1,691,7,61,10,0,46,4,10,4,7,8,No,Yes,No,No,Yes,No,Yes,501,46
Graduation,Single,58350.0,0,1,493,26,206,116,80,80,4,8,3,12,6,No,No,No,No,No,No,No,614,43
Graduation,Single,81217.0,0,0,493,70,324,146,40,84,1,3,7,11,1,No,No,No,No,No,No,No,505,25
Graduation,Single,49090.0,0,1,494,5,82,7,0,100,3,7,2,9,7,No,No,No,No,No,No,No,505,63
Master,Divorced,61787.0,0,0,621,73,414,78,48,85,1,8,4,6,5,No,No,No,No,No,No,No,547,27
PhD,Married,18169.0,1,0,9,0,5,0,0,7,1,1,0,2,8,No,No,No,No,No,No,No,655,29
2n Cycle,Single,24336.0,1,0,1,6,2,8,2,12,1,1,0,2,7,No,No,No,No,No,No,No,831,33
Graduation,Married,18222.0,0,0,12,4,19,12,6,14,1,2,0,3,8,No,No,No,No,No,No,No,705,24
Graduation,Divorced,62335.0,0,1,243,131,217,85,6,26,2,3,3,13,2,No,No,No,No,No,No,No,562,62
2n Cycle,Together,42033.0,1,1,11,1,4,2,0,7,1,1,0,2,7,No,No,No,No,No,No,No,808,43
PhD,Married,86580.0,0,0,532,21,127,26,20,20,0,4,2,5,1,No,No,Yes,No,No,No,No,647,31
PhD,Divorced,41437.0,1,1,29,0,2,0,0,1,1,1,0,3,7,No,No,No,No,No,No,No,805,57
Master,Widow,73705.0,0,2,612,91,520,258,107,107,2,9,6,8,5,No,No,No,No,No,No,No,217,63
Graduation,Married,61064.0,0,1,387,126,342,0,45,180,5,8,4,11,6,No,No,No,No,No,No,No,827,38
Master,Married,38452.0,1,1,56,0,14,0,0,2,3,3,0,3,7,No,No,No,No,No,No,No,251,59
Graduation,Single,18358.0,1,0,6,8,19,16,4,4,3,3,0,4,7,No,No,No,No,No,No,No,381,25
PhD,Together,55012.0,0,1,582,0,65,0,0,13,6,8,2,9,5,No,No,No,No,No,No,No,260,41
Basic,Together,9722.0,1,0,6,17,16,6,16,42,4,3,1,3,8,No,No,No,No,No,No,Yes,1030,41
PhD,Married,38175.0,1,0,70,6,69,2,3,3,3,3,1,4,7,No,No,No,No,No,No,No,439,30
Master,Together,58656.0,0,1,962,12,194,16,24,12,4,7,8,13,6,No,No,Yes,No,No,No,No,807,58
Graduation,Together,52117.0,0,1,112,10,107,30,0,20,2,5,2,4,7,No,No,No,No,No,No,No,842,49
Graduation,Married,64813.0,1,0,293,0,124,179,97,52,1,7,2,10,5,No,No,No,No,No,No,No,308,36
PhD,Married,54222.0,0,1,199,12,31,3,12,7,1,3,3,5,3,No,No,No,No,No,No,No,337,41
Graduation,Married,83512.0,0,0,1060,61,835,80,20,101,1,4,7,10,1,Yes,No,Yes,Yes,Yes,No,Yes,172,28
Master,Married,77520.0,0,1,940,44,396,0,88,58,1,8,7,7,4,Yes,No,Yes,Yes,No,No,Yes,465,55
Graduation,Together,41154.0,0,1,44,2,11,2,3,7,1,1,0,4,5,No,No,No,No,No,No,No,458,36
Graduation,Married,80398.0,0,0,342,51,936,207,35,26,1,5,8,12,3,No,No,Yes,No,No,No,No,786,48
Basic,Single,18746.0,1,0,2,10,11,12,9,20,2,3,0,3,6,No,No,No,No,No,No,No,191,22
Graduation,Together,35196.0,1,0,75,12,141,43,39,187,6,6,1,5,8,No,No,No,No,No,No,No,753,30
Graduation,Single,60230.0,0,1,520,20,367,39,81,40,2,6,3,6,5,No,No,No,No,No,No,No,565,58
Graduation,Married,22108.0,1,1,5,3,9,6,2,6,2,2,0,3,7,No,No,No,No,No,No,No,123,37
Graduation,Together,44392.0,1,1,87,5,71,7,12,29,5,4,1,4,7,No,No,No,No,No,No,No,576,40
PhD,Married,55424.0,0,1,462,61,184,10,53,107,4,7,5,9,6,Yes,No,No,No,No,No,Yes,741,38
Graduation,Married,17688.0,1,0,2,2,1,3,1,2,1,1,0,2,8,No,No,No,No,No,Yes,No,692,35
PhD,Married,92491.0,0,0,979,44,935,29,25,22,1,7,5,12,3,No,Yes,Yes,Yes,No,No,Yes,700,31
Graduation,Single,90273.0,0,0,704,129,853,120,74,111,1,5,6,7,2,No,Yes,Yes,Yes,No,No,Yes,357,23
PhD,Widow,82571.0,0,0,861,31,558,62,95,79,0,6,5,13,2,No,No,Yes,No,No,No,No,305,52
PhD,Single,38513.0,1,0,172,3,115,16,0,18,5,6,1,5,8,No,No,No,No,No,No,Yes,312,32
Master,Single,16653.0,1,0,5,7,31,15,4,7,3,2,1,3,6,No,No,No,No,No,No,Yes,232,35
Graduation,Together,42586.0,1,1,194,2,56,0,0,0,5,4,1,6,8,No,No,No,No,No,No,Yes,768,59
Basic,Single,23529.0,0,1,9,7,13,3,2,20,1,1,1,2,6,No,No,No,No,No,No,No,523,49
Master,Together,74881.0,1,1,505,72,270,36,27,54,4,9,2,12,5,No,No,No,No,No,No,No,490,53
Graduation,Married,71107.0,0,1,533,10,217,198,174,195,2,7,6,13,4,No,No,No,No,No,No,No,657,63
PhD,Together,46910.0,1,1,48,0,14,0,0,6,2,2,0,3,6,No,No,No,No,No,No,No,258,50
Graduation,Married,18690.0,0,0,6,1,7,23,4,19,1,1,1,2,8,No,No,No,No,No,No,No,708,55
Graduation,Divorced,37244.0,1,1,18,2,10,0,0,25,1,1,1,2,7,Yes,No,No,No,No,No,No,588,59
Graduation,Together,82427.0,0,0,482,147,509,104,107,107,1,3,5,12,1,No,No,Yes,No,No,No,No,3,48
2n Cycle,Single,75342.0,0,1,204,97,97,21,118,26,1,5,2,10,4,No,No,No,No,No,No,No,549,56
Graduation,Divorced,70044.0,0,1,1073,0,250,153,14,14,4,7,10,5,5,No,No,No,No,No,No,No,656,60
Graduation,Single,79146.0,1,1,245,16,223,21,43,16,2,8,1,8,6,No,No,No,No,No,No,No,226,47
Graduation,Married,77437.0,0,0,560,21,442,29,44,29,1,4,5,13,1,No,No,Yes,No,No,No,No,375,51
Graduation,Married,54984.0,0,1,173,13,131,32,3,6,4,6,1,6,7,No,No,No,Yes,No,No,No,196,55
PhD,Married,42403.0,1,0,22,1,11,0,5,3,1,1,0,3,8,No,No,No,No,No,No,No,389,43
Graduation,Together,55761.0,0,1,136,1,12,0,3,32,2,4,1,3,6,No,Yes,No,No,No,No,No,226,50
Graduation,Together,37292.0,1,0,275,0,86,10,23,66,5,6,3,5,8,No,No,No,No,No,No,No,597,31
PhD,Single,45576.0,0,0,56,19,29,2,14,25,1,3,1,3,8,No,No,No,No,No,No,Yes,192,69
Graduation,Together,70321.0,0,0,303,23,751,82,26,191,1,6,5,13,4,No,No,No,No,No,No,Yes,689,67
PhD,Divorced,58086.0,0,1,708,7,62,0,0,15,2,11,3,7,8,No,No,No,No,No,No,No,685,45
Graduation,Married,81795.0,0,0,324,132,693,27,118,88,1,4,11,7,2,No,No,No,No,No,No,No,771,62
Basic,Together,28389.0,0,0,1,5,3,7,4,8,1,1,0,2,7,No,No,No,No,No,No,No,746,67
Master,Married,66835.0,0,0,620,26,195,34,17,141,1,6,4,13,2,No,No,No,No,No,No,No,434,68
Graduation,Divorced,69901.0,0,1,312,21,206,102,92,149,3,7,3,10,5,No,No,No,No,No,No,No,556,45
PhD,Married,80360.0,0,0,1493,86,454,112,43,43,2,4,4,5,2,No,Yes,Yes,Yes,No,No,No,643,65
PhD,Together,63342.0,0,1,918,21,118,13,10,21,3,8,3,5,6,No,Yes,No,No,No,No,Yes,781,53
Graduation,Married,44989.0,0,1,98,0,106,49,10,106,5,5,1,5,6,No,No,No,No,No,No,No,727,40
2n Cycle,Single,31859.0,1,0,3,4,7,15,8,11,1,1,0,3,7,No,No,No,No,No,No,No,282,34
PhD,Widow,51569.0,0,1,380,0,47,6,0,34,4,7,1,7,8,No,Yes,No,No,No,No,Yes,369,65
Graduation,Widow,30372.0,1,1,15,0,12,7,3,7,3,2,0,3,7,No,No,No,No,No,No,No,711,43
Basic,Single,16014.0,1,1,3,9,4,7,8,7,4,1,1,4,3,No,No,No,No,No,No,No,629,35
Graduation,Married,41120.0,1,1,24,2,23,0,8,24,3,2,1,3,6,No,No,No,No,No,No,No,543,46
Master,Single,39763.0,1,0,80,1,60,4,6,16,2,5,1,2,9,No,No,No,No,No,No,Yes,607,43
PhD,Married,38725.0,1,1,31,0,6,2,1,5,2,1,0,4,4,No,No,No,No,No,No,No,62,59
Graduation,Married,77981.0,1,0,138,120,204,16,126,60,3,7,4,7,5,No,No,No,No,No,No,No,559,42
2n Cycle,Married,62905.0,0,1,166,75,96,119,107,59,3,7,2,8,4,No,No,No,No,No,No,No,423,50
2n Cycle,Divorced,13533.0,1,0,12,3,8,8,0,17,2,2,0,3,7,No,No,No,No,No,No,No,429,35
Graduation,Together,59481.0,0,1,178,3,85,71,66,58,2,3,3,8,2,No,No,No,No,No,No,No,409,39
Graduation,Married,72117.0,0,1,707,20,171,65,60,50,1,9,7,9,5,No,No,No,No,No,No,No,473,37
2n Cycle,Married,21955.0,1,0,5,1,7,17,14,11,2,2,1,3,6,No,No,No,No,No,No,No,515,28
Graduation,Married,67131.0,0,1,465,71,250,93,35,62,3,9,2,12,6,No,No,No,No,No,No,No,620,58
PhD,Single,36802.0,1,0,16,1,2,0,0,1,1,1,0,3,5,No,No,No,No,No,No,No,173,34
Graduation,Together,71853.0,0,0,358,108,413,141,97,32,1,2,8,6,1,No,No,No,No,No,No,No,488,32
Basic,Married,28249.0,0,0,1,9,7,2,14,10,1,2,0,3,6,No,No,No,No,No,No,No,174,53
Master,Married,47808.0,0,1,123,1,26,2,0,72,2,3,2,3,7,Yes,No,No,No,No,No,No,412,39
PhD,Divorced,25509.0,1,0,40,3,30,10,7,11,3,3,0,3,9,No,No,No,No,No,No,Yes,809,40
PhD,Married,51012.0,0,0,102,9,63,2,9,24,1,4,1,4,6,No,No,No,No,No,No,No,597,68
Graduation,Single,70596.0,0,0,347,44,534,17,0,26,1,3,5,12,2,No,No,No,No,No,No,No,940,29
PhD,Together,85431.0,0,0,376,53,462,168,53,53,1,2,7,7,0,No,No,No,No,No,No,No,487,62
Graduation,Married,42664.0,0,1,21,0,3,0,0,0,1,1,0,3,6,No,No,No,No,No,No,No,263,47
Graduation,Together,42586.0,1,1,194,2,56,0,0,0,5,4,1,6,8,No,No,No,No,No,No,Yes,768,59
Graduation,Single,29760.0,1,0,64,4,68,7,5,17,4,3,1,4,8,No,No,No,No,No,No,No,829,29
PhD,Married,28973.0,0,0,206,0,46,3,2,12,2,5,1,5,8,No,No,No,No,No,No,No,784,37
PhD,Together,39435.0,1,0,71,0,18,0,0,13,1,3,1,2,7,No,No,No,No,No,No,No,546,41
2n Cycle,Married,65370.0,0,0,71,22,112,138,89,29,1,2,3,13,1,No,No,No,No,No,No,No,697,30
Basic,Single,20194.0,1,0,0,4,7,11,10,15,2,2,0,3,6,No,No,No,No,No,No,No,719,35
PhD,Single,42473.0,1,1,93,1,21,0,4,25,3,2,1,4,5,No,No,No,No,No,No,No,292,38
Graduation,Married,64590.0,0,0,920,138,168,36,46,30,1,9,4,10,6,No,No,No,No,No,No,No,783,46
Graduation,Together,71232.0,0,1,653,17,170,34,26,17,2,11,2,10,7,No,No,No,No,No,No,No,373,55
Graduation,Together,34600.0,1,1,199,33,60,8,3,15,5,5,2,5,8,No,No,No,No,No,No,Yes,704,43
Graduation,Single,46904.0,1,1,153,4,56,0,9,31,4,5,1,4,8,No,No,No,No,No,No,No,1000,47
Graduation,Married,49094.0,0,1,376,0,38,11,8,69,5,6,3,6,6,No,No,No,No,No,No,No,806,41
Graduation,Together,36075.0,1,0,46,0,30,12,1,30,1,2,0,4,6,No,No,No,No,No,No,No,450,31
2n Cycle,Together,60839.0,1,1,600,21,128,223,150,128,13,2,2,12,8,No,No,No,No,No,No,No,830,35
Graduation,Together,77298.0,0,1,425,115,292,23,35,79,1,6,6,11,3,No,No,No,No,No,No,No,663,35
Graduation,Together,34026.0,1,1,18,6,15,12,8,17,3,2,1,3,5,No,No,No,No,No,No,No,577,64
PhD,Single,48918.0,1,1,52,0,9,0,0,1,2,1,0,4,4,No,No,No,No,No,No,No,2,51
2n Cycle,Together,82122.0,0,0,734,22,350,151,25,100,1,3,9,13,1,No,No,Yes,No,No,No,No,478,52
Graduation,Single,37697.0,1,0,34,6,21,11,4,8,1,2,1,3,6,No,No,No,No,No,No,No,157,38
Graduation,Together,34074.0,1,1,135,1,41,10,1,67,5,3,3,3,6,Yes,No,No,No,No,No,No,511,62
Master,Married,28520.0,1,1,11,0,10,0,2,20,1,1,1,2,6,No,No,No,No,No,No,No,540,54
Graduation,Single,62535.0,0,1,163,48,90,0,45,52,1,3,2,8,3,No,No,No,No,No,No,No,636,59
Master,Single,36273.0,1,0,29,3,30,3,2,9,2,3,0,3,6,No,No,No,No,No,No,No,234,37
Graduation,Together,63404.0,0,2,734,26,70,11,44,17,2,6,3,4,4,No,No,No,Yes,No,No,No,183,50
2n Cycle,Together,75774.0,1,0,340,21,134,258,14,56,1,7,5,8,4,No,No,No,No,No,No,No,304,33
Graduation,Together,78416.0,0,1,453,38,279,188,38,183,2,7,7,10,3,No,No,No,No,No,No,No,162,38
Graduation,Together,75702.0,0,1,1073,0,629,145,37,37,1,10,5,13,6,No,No,Yes,No,No,No,No,783,40
Master,Together,59385.0,1,1,135,0,10,0,4,36,2,3,1,4,5,No,No,No,No,No,No,No,587,63
Graduation,Single,37070.0,1,1,231,7,137,4,15,39,9,5,1,8,7,No,No,No,No,No,No,Yes,626,48
Graduation,Married,44689.0,1,1,18,0,5,0,0,11,2,1,1,2,7,Yes,No,No,No,No,No,No,66,63
Graduation,Together,53977.0,0,1,620,16,165,0,24,82,5,5,5,12,5,No,No,No,No,No,No,No,487,56
Graduation,Single,18701.0,1,1,12,4,2,10,6,10,4,2,0,4,5,No,No,No,No,No,No,No,609,50
Graduation,Married,90369.0,0,0,292,51,981,224,23,17,1,4,6,6,1,No,No,No,No,No,No,Yes,222,58
PhD,Single,63159.0,0,0,965,34,586,89,86,37,1,3,5,8,3,Yes,No,No,No,No,No,No,939,40
Graduation,Together,37758.0,1,1,27,2,10,0,0,1,2,1,0,3,8,No,No,No,No,No,No,No,970,48
PhD,Single,46757.0,0,1,777,30,163,0,51,122,6,4,4,7,9,No,No,No,No,No,No,No,750,51
Master,Married,79734.0,0,0,572,8,232,23,62,17,1,4,3,6,1,No,No,No,Yes,No,No,No,161,45
Graduation,Together,63207.0,0,0,438,169,565,91,169,70,1,2,3,6,7,No,No,No,Yes,No,No,No,685,22
Graduation,Divorced,72071.0,0,1,531,69,300,150,138,150,3,5,4,8,2,No,No,No,No,No,No,No,660,60
PhD,Together,21840.0,1,0,17,0,9,0,0,1,1,1,0,3,9,No,No,No,No,No,No,No,503,31
2n Cycle,Together,58582.0,0,1,402,35,106,101,77,42,2,9,2,9,5,No,Yes,No,No,No,No,No,434,32
Graduation,Single,72282.0,0,0,503,27,419,90,139,153,1,5,7,9,7,No,No,No,No,No,No,Yes,505,63
Graduation,Married,50387.0,0,2,369,9,87,12,14,34,3,6,2,8,5,No,No,No,No,No,No,No,462,58
PhD,Together,32583.0,1,1,5,0,3,0,0,1,1,1,0,2,7,No,No,No,No,No,No,No,174,53
Graduation,Together,62568.0,0,1,362,17,398,80,35,61,3,5,3,5,4,No,No,No,Yes,No,No,No,155,52
Master,Divorced,44635.0,1,1,56,0,9,0,0,3,2,2,0,3,7,No,No,No,No,No,No,No,391,43
Master,Single,33316.0,1,1,79,1,31,4,4,12,3,2,1,4,6,No,No,No,No,No,No,No,605,43
Graduation,Married,63967.0,0,1,387,84,141,73,35,162,3,4,4,12,2,No,No,No,No,No,No,No,454,46
2n Cycle,Together,52513.0,0,0,367,17,241,104,188,232,2,9,5,9,7,No,No,No,No,No,No,No,971,36
Graduation,Married,25293.0,1,0,15,0,11,0,2,9,1,1,1,2,8,No,No,No,No,No,No,No,447,45
PhD,Widow,54111.0,0,1,267,6,54,8,3,50,2,5,2,6,5,No,No,No,No,No,No,No,468,49
Graduation,Together,78394.0,0,0,298,27,697,216,24,166,1,4,6,5,2,No,No,No,No,No,No,Yes,659,28
Master,Married,80739.0,0,0,674,92,736,39,0,92,1,3,11,9,1,No,No,No,No,No,No,No,562,56
Master,Together,22669.0,1,0,16,14,36,37,22,48,3,4,1,2,9,No,No,No,No,No,No,Yes,563,39
Graduation,Single,29236.0,1,0,37,4,24,16,9,9,2,4,0,3,9,No,No,No,No,No,No,No,483,27
Graduation,Together,44911.0,0,1,159,0,22,2,1,31,3,4,1,4,7,No,No,No,No,No,No,No,631,55
PhD,Married,54693.0,0,1,686,17,142,23,26,35,8,6,4,13,6,No,No,No,No,No,No,No,657,52
Graduation,Together,48186.0,1,0,97,3,66,12,7,34,3,4,1,4,7,No,No,No,No,No,No,No,261,40
Graduation,Married,54809.0,1,1,63,6,57,13,13,22,4,2,1,5,4,No,No,No,No,No,No,Yes,392,37
Graduation,Together,41580.0,1,1,56,5,24,4,0,3,3,2,1,3,5,No,No,No,No,No,No,No,785,36
PhD,Married,80336.0,0,0,209,19,456,160,142,66,1,2,9,13,1,No,No,No,No,No,No,No,453,44
Graduation,Married,47743.0,0,1,198,2,43,0,12,20,3,4,1,6,6,No,Yes,No,No,No,No,No,624,57
2n Cycle,Married,62972.0,0,1,313,15,47,20,0,192,2,7,4,3,6,No,No,No,No,No,No,No,1003,59
PhD,Divorced,57333.0,0,1,941,14,397,76,58,176,11,8,5,9,6,No,No,No,No,No,No,Yes,805,60
PhD,Together,32313.0,1,0,86,4,56,2,4,7,3,4,0,4,9,No,No,No,No,No,No,No,399,32
Master,Widow,84953.0,0,0,167,48,602,63,72,72,1,3,10,4,2,No,Yes,Yes,Yes,No,No,Yes,640,61
Master,Divorced,27071.0,1,0,8,3,19,0,2,3,2,2,0,3,6,No,No,No,No,No,No,No,227,46
Master,Together,68148.0,0,0,389,66,408,37,57,85,1,4,4,6,2,No,No,No,No,No,No,No,462,57
Master,Together,65735.0,1,1,239,7,119,4,15,11,5,6,2,6,7,No,No,No,No,No,No,No,512,49
PhD,Married,86836.0,0,0,179,21,273,0,21,63,1,6,10,6,5,Yes,No,Yes,Yes,No,No,Yes,727,39
PhD,Married,4023.0,1,1,5,0,1,1,1,1,15,0,0,0,19,No,No,No,No,No,No,No,166,51
Graduation,Married,30093.0,0,0,2,6,28,13,4,16,1,2,0,3,7,No,No,No,No,No,No,No,486,24
PhD,Married,57705.0,0,1,383,0,53,6,4,40,3,8,1,6,6,No,No,No,No,No,No,No,35,48
Graduation,Single,25008.0,1,0,2,8,8,6,1,9,2,1,0,3,8,No,No,No,No,No,No,No,307,26
2n Cycle,Single,83257.0,0,0,536,27,590,38,107,67,1,5,10,12,6,Yes,No,Yes,No,No,Yes,Yes,809,19
Graduation,Together,22280.0,1,0,2,1,4,3,1,2,1,1,0,2,8,No,No,No,No,No,No,No,566,39
PhD,Married,72159.0,0,0,322,53,899,34,40,53,1,4,6,10,2,No,No,No,No,No,No,No,768,36
Graduation,Together,64260.0,0,0,539,169,816,20,0,30,1,4,5,4,3,No,No,No,No,No,No,Yes,400,53
PhD,Single,82733.0,0,0,712,50,420,65,38,38,1,8,4,7,4,No,No,No,No,No,No,Yes,423,30
Master,Divorced,74290.0,0,1,1121,0,72,0,12,12,4,10,8,10,6,No,Yes,No,Yes,No,No,No,363,43
Master,Single,58217.0,2,1,68,1,13,3,5,13,1,2,0,4,6,No,No,No,No,No,No,No,749,63
Master,Together,21024.0,0,0,36,4,18,6,2,18,1,2,0,4,7,No,No,No,No,No,No,No,608,38
PhD,Married,70116.0,0,0,707,44,603,95,58,29,1,2,8,12,1,No,No,No,No,No,No,No,679,42
Graduation,Together,54006.0,1,0,174,77,203,6,24,97,2,8,1,7,7,No,No,No,No,No,No,No,809,29
PhD,Married,69063.0,0,1,666,35,124,69,8,26,1,5,3,5,3,No,No,No,No,No,No,No,878,48
2n Cycle,Divorced,11448.0,0,0,0,0,0,6,2,6,1,1,0,2,6,No,No,No,No,No,No,No,356,39
Graduation,Single,61825.0,0,1,162,50,100,55,30,27,1,4,2,8,4,No,No,No,No,No,No,No,516,35
Graduation,Married,70886.0,1,0,407,70,239,103,88,53,1,5,4,4,2,No,No,No,No,No,No,No,418,43
Graduation,Married,69109.0,0,0,823,25,459,124,29,95,1,6,6,7,4,No,No,Yes,No,No,No,Yes,816,32
Graduation,Widow,60208.0,1,1,488,23,71,15,0,59,11,8,3,7,7,No,Yes,No,No,No,No,Yes,879,41
Master,Together,32889.0,1,1,28,0,13,4,2,8,3,2,1,3,5,No,No,No,No,No,No,No,545,46
Graduation,Single,34738.0,1,0,3,2,10,3,0,2,1,1,0,3,6,No,No,No,No,No,No,No,31,30
Master,Together,30538.0,1,0,284,0,52,8,3,20,4,9,0,4,10,No,No,No,No,No,No,No,1061,43
2n Cycle,Together,82326.0,0,0,938,142,754,159,81,183,1,5,10,6,2,No,Yes,Yes,Yes,No,No,Yes,64,37
PhD,Divorced,26642.0,1,0,13,2,15,2,2,8,2,2,0,3,6,No,No,No,No,No,No,No,337,47
Graduation,Divorced,69932.0,0,1,412,172,153,150,105,57,2,7,6,11,4,No,No,No,No,No,No,No,365,50
Graduation,Single,44503.0,1,1,31,1,8,0,0,8,2,2,0,3,6,No,No,No,No,No,No,No,234,42
PhD,Single,60200.0,0,1,502,19,132,0,6,26,6,6,2,11,6,No,No,No,No,No,No,No,673,66
Graduation,Divorced,49638.0,0,1,18,10,3,3,5,0,1,1,0,3,2,No,No,No,No,No,No,No,231,62
2n Cycle,Single,23830.0,0,0,1,8,6,4,8,16,1,1,0,3,7,No,No,No,No,No,No,No,157,27
Master,Widow,33051.0,0,0,100,71,243,108,94,219,3,9,1,8,9,No,No,No,No,No,No,Yes,842,55
Graduation,Married,72905.0,0,0,407,114,445,181,165,203,1,3,7,9,1,No,No,No,Yes,No,No,No,319,56
PhD,Together,69702.0,0,1,664,9,240,50,19,57,2,7,7,10,4,No,No,No,No,No,No,No,655,63
Graduation,Divorced,70300.0,1,0,1045,61,338,60,46,46,3,5,5,13,8,No,No,No,No,No,No,No,509,39
PhD,Married,70643.0,0,0,1218,107,304,23,143,33,1,5,8,4,6,No,No,No,No,No,No,Yes,782,30
PhD,Married,30396.0,1,0,15,0,6,0,1,12,2,1,1,2,7,Yes,No,No,No,No,No,Yes,220,45
PhD,Divorced,50616.0,0,1,128,0,16,0,1,4,2,4,0,4,7,No,No,No,No,No,No,No,232,46
Master,Single,62772.0,0,1,581,49,157,43,8,108,1,5,6,11,2,No,Yes,No,No,No,No,No,566,45
PhD,Single,30298.0,0,0,6,3,12,6,1,0,1,1,1,3,3,No,No,No,No,No,No,No,201,29
Graduation,Single,52413.0,1,0,185,8,133,56,56,12,2,7,1,7,7,No,No,No,No,No,No,No,1000,30
PhD,Married,44155.0,1,1,22,1,9,0,0,14,1,1,1,2,4,No,No,No,No,No,No,No,321,57
PhD,Divorced,86979.0,0,0,584,100,835,65,83,35,1,5,5,5,2,Yes,No,No,No,No,No,Yes,513,43
Graduation,Together,76532.0,1,1,355,30,177,90,138,30,4,9,5,7,5,No,No,No,No,No,No,No,453,39
Graduation,Married,42081.0,1,0,175,10,110,54,6,27,2,6,3,4,6,Yes,No,No,No,No,No,No,648,32
PhD,Married,67546.0,0,0,864,134,768,150,38,172,1,4,10,5,3,No,No,No,No,No,No,No,827,26
Master,Together,88420.0,0,0,957,153,612,99,95,153,1,4,7,8,1,Yes,No,Yes,Yes,No,No,No,304,25
Graduation,Married,31158.0,1,0,25,6,16,20,0,5,2,2,0,3,8,No,No,No,No,No,No,No,678,29
Graduation,Divorced,61671.0,0,1,641,7,56,0,0,28,8,10,4,6,8,No,Yes,No,Yes,No,No,No,275,46
Graduation,Single,69719.0,0,0,273,86,208,177,14,43,1,2,3,5,1,No,No,No,No,No,No,No,194,40
Graduation,Divorced,49160.0,0,1,122,21,43,25,10,15,2,3,1,6,6,No,No,No,No,No,No,No,412,65
Basic,Together,24882.0,1,0,1,4,10,29,0,36,1,1,1,2,6,Yes,No,No,No,No,No,No,818,36
PhD,Single,90933.0,0,0,1020,31,430,62,63,79,1,4,6,4,1,No,No,Yes,No,No,No,No,250,60
PhD,Together,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,No,No,No,No,No,No,No,541,64
PhD,Married,45759.0,1,1,42,1,18,3,0,4,2,2,0,3,7,No,No,No,No,No,No,No,651,50
Graduation,Single,22148.0,0,0,15,5,14,0,4,11,1,1,0,3,7,No,No,No,No,No,No,No,237,31
Master,Married,73395.0,0,0,272,7,80,20,7,11,1,4,4,6,2,No,No,No,No,No,No,No,263,27
Graduation,Divorced,29819.0,1,0,9,1,24,2,1,2,3,3,0,3,6,No,No,No,No,No,No,No,408,43
Graduation,Married,45688.0,0,1,279,0,18,0,0,9,2,3,1,8,4,No,Yes,No,No,No,No,No,315,46
Graduation,Married,62820.0,0,0,398,61,265,138,61,53,1,3,4,6,1,No,No,No,No,No,No,No,396,60
PhD,Married,60491.0,0,1,637,47,237,12,19,76,4,6,11,7,5,No,No,No,No,No,No,No,545,43
Graduation,Together,33235.0,1,0,45,0,16,2,1,6,1,3,0,3,7,No,No,No,No,No,No,No,218,28
Graduation,Married,35701.0,0,0,21,1,9,7,3,5,1,1,0,3,6,No,No,No,No,No,No,No,627,55
Master,Married,31535.0,1,0,15,4,13,0,0,19,1,1,1,2,7,Yes,No,No,No,No,No,No,436,34
2n Cycle,Together,92556.0,0,0,493,183,352,184,23,28,0,3,5,13,0,No,No,No,No,No,No,No,230,54
Graduation,Single,67384.0,0,1,957,40,175,158,53,107,2,7,8,5,5,No,Yes,No,No,No,No,No,786,44
Master,Together,80573.0,0,0,829,138,430,60,92,15,1,4,6,13,2,No,No,No,No,No,No,No,783,43
Graduation,Married,77870.0,0,1,1017,50,500,65,50,133,3,5,5,5,8,No,Yes,No,Yes,No,No,Yes,836,47
PhD,Widow,52278.0,0,1,953,0,71,0,0,174,6,10,5,10,8,No,No,No,No,No,No,No,680,51
Graduation,Single,57107.0,0,1,159,0,120,0,0,137,7,4,4,8,8,No,Yes,No,No,Yes,No,Yes,834,46
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,1,1,0,4,6,No,No,No,No,No,No,No,658,24
PhD,Single,36038.0,1,0,23,0,15,0,2,7,2,3,0,3,6,No,No,No,No,No,No,No,554,33
Graduation,Single,20180.0,0,0,18,42,24,15,20,18,1,2,1,4,7,No,No,No,No,No,No,No,654,38
PhD,Together,34230.0,1,1,15,0,4,0,0,2,1,1,0,2,7,No,No,No,No,No,No,No,710,49
